ID_REF,SYMBOL,cluster,UT_1,UT_3,T1h_CYHX_1h,T2h_CYHX_2h,T4h_CYHX_4h
8116760,RIOK1,SRG,0.0748724050000007,-0.0748724049999989,-0.132767824999998,0.0833430350000004,0.330627075000001
8117120,ID4,DEG,-0.0410983200000015,0.0410983199999997,-0.0190687700000005,0.407481929999999,0.4835251
8119088,CDKN1A,DEG,-0.191778883,0.191778883,0.255353999,0.548767975000001,0.823954115000001
8120176,C6orf141,DEG,0.0760640664999999,-0.0760640664999999,0.3217577175,0.4467821085,0.599996184499999
8122265,TNFAIP3,DEG,0.0224491179999999,-0.0224491179999999,0.320069748999999,0.602945634,0.987187734
8122457,STX11,SRG,0.0584300880000015,-0.0584300879999997,0.095354329000001,0.117455613000001,0.417292159
8123609,SERPINB9,DEG,0.00448871700000009,-0.00448871700000009,0.401020644,0.627766477,1.561658599
8123678,PXDC1,SRG,-0.000403186999999861,0.000403186999999861,0.00521490000000036,0.0948405660000002,-0.199191316
8128034,AKIRIN2,ILG,-0.0980497800000002,0.0980497800000002,0.186388280000001,0.395351660000001,0.66268064
8129562,CTGF,ILG,-0.117862474500001,0.117862474499999,0.353357174499999,0.659469948499998,0.952082159499998
8132725,UPP1,SRG,-0.1245547045,0.1245547045,0.3200702045,0.371672748500001,0.224260554500001
8134463,NPTX2,IEG,-0.178030939999999,0.178030940000001,0.5282436,0.638267340000001,0.800835970000001
8135514,IFRD1,SRG,0.1875586735,-0.1875586735,-0.6413174195,-0.528668802499999,0.0197139934999999
8136918,ZYX,ILG,0.0469730300000002,-0.0469730300000002,0.263687990000001,0.456382530000001,0.66645862
8137526,INSIG1,IEG,-0.0748862399999997,0.0748862399999997,0.494676610000001,0.45441716,-0.153902329999999
8137537,EN2,SRG,-0.0841565650000007,0.0841565649999989,-0.0150624650000015,-0.0553200350000012,-0.215124805
8139891,SBDS,DEG,-0.0503097700000001,0.0503097700000001,0.0187143299999999,0.164273339999999,0.41589368
8140579,CACNA2D1,SRG,0.246879875499999,-0.246879875500001,0.0456230554999983,0.260985545499999,0.122827805499998
8140782,ABCB1,SRG,0.134813548,-0.134813548,0.11660829,0.0842108489999998,0.52342997
8141016,TFPI2,DEG,0.1074845635,-0.1074845635,0.4047570615,0.6456306695,2.0126539015
8141094,PDK4,DEG,-0.0747855514999998,0.0747855514999998,0.337680149500001,0.5262239895,0.3360004275
8141664,VGF,SRG,-0.0518818020000005,0.0518818020000005,0.0448355609999993,0.0988996829999991,0.0293086200000001
8142307,PNPLA8,SRG,0.0425416649999999,-0.0425416649999999,-0.369016758000001,-0.207646843999999,0.0172307150000002
8142540,FAM3C,SRG,0.0838986340000005,-0.0838986340000005,-0.0706307919999993,-0.0460432859999997,-0.199889299000001
8143307,HIPK2,SRG,0.133074130000001,-0.133074129999999,-0.103284629999999,-0.11854845,-0.326343319999999
8144378,AGPAT5,SRG,-0.00367534499999955,0.00367534499999955,-0.043383145,-0.257224051,-0.566788475999999
8145691,UBXN8,SRG,-0.17018552,0.17018552,-0.163668509999999,-0.151144519999999,-0.110146690000001
8145782,MAK16,DEG,0.144952612000001,-0.144952611999999,0.0335429349999998,0.294788061,0.587513522
8147132,CA2,DEG,0.0364346250000001,-0.0364346250000001,0.233452784999999,0.369803384999999,0.711578755
8148304,TRIB1,IEG,0.0711707649999997,-0.0711707650000015,0.980502515,1.122562285,1.093171245
8148553,LY6K,ILG,0.0711239985000001,-0.0711239985000001,0.4585618415,0.661224970499999,1.2814732595
8149720,EGR3,IEG,-0.0150131604999997,0.0150131605000006,2.9066964125,4.2812279745,4.2609080245
8149749,TNFRSF10D,SRG,-0.112416245,0.112416245,-0.392472325,-0.983140843999999,-1.268354154
8149927,CLU,ILG,-0.111400646,0.111400646000002,0.388585886000001,0.379744036,0.695082796000001
8150186,RNF122,IEG,-0.160133705,0.160133705,0.625229955,1.178785125,1.408343515
8150509,PLAT,DEG,0.0643394199999996,-0.0643394199999996,0.292890091,0.337479120999999,0.386170881
8150978,CA8,SRG,-0.0237279000000008,0.023727899999999,-0.0987244900000022,0.142923199999998,0.314892739999999
8151816,GEM,DEG,0.0627194255000001,-0.0627194255000001,0.5478724765,0.7743441765,1.0937115105
8151871,CCNE2,SRG,-0.0130788650000007,0.0130788649999989,-0.409760455000001,-0.122682655000002,0.130186834999998
8152041,RNF19A,SRG,0.125656468500001,-0.125656468499999,0.0633535965000007,0.2608476065,0.205497330500002
8152215,KLF10,DEG,-0.0636266784999986,0.0636266785000004,0.758408044500001,1.0069847445,1.0716263345
8152703,FBXO32,SRG,0.0450173360000008,-0.045017335999999,0.354382076000002,0.540919734000001,0.419207081000001
8153002,NDRG1,DEG,0.0783536850000015,-0.0783536849999997,0.294209395000001,0.479572755000001,0.562888915
8153322,ARC,ILG,0.0489024550000003,-0.0489024549999986,1.084273025,1.739268405,1.741456075
8154765,DNAJA1,SRG,-0.178002045000001,0.178002044999999,0.234741504999999,0.218571584999999,-0.0328162450000011
8158560,TOR1B,SRG,-0.1478389675,0.1478389675,0.1619775575,0.2568154775,0.245591617499999
8159854,KIAA0020,DEG,0.0979477334999999,-0.0979477334999999,0.3063334625,0.6688815285,0.9110018725
8161701,TMEM2,SRG,0.1762195395,-0.1762195395,0.218697129500001,0.1811158585,0.2143583545
8163637,TNC,SRG,0.021809395,-0.021809395,0.0381444249999987,0.232017534999999,0.354152242
8165508,NRARP,DEG,-0.223750586,0.223750586000001,0.269799706000001,0.274033356,0.167197536
8166219,SYAP1,ILG,0.00948372500000083,-0.00948372499999905,-0.0768643049999991,0.249789935000001,0.360910745
8168447,PBDC1,SRG,0.0591545174999997,-0.0591545174999997,-0.132233921499999,0.2948071655,0.445913022500001
8169598,ZCCHC12,DEG,0.0973085155,-0.0973085155,0.565372677499999,0.645914064499999,1.3893134755
8169603,LONRF3,SRG,0.0175218904999994,-0.0175218904999994,0.0430545804999998,-0.0295882944999999,0.00653610049999997
8170476,GPR50,DEG,-0.0254903100000003,0.0254903100000003,0.197339505,0.496434764,1.431317489
8171539,RAI2,SRG,-0.125581286500001,0.125581286499999,0.298753719499999,0.2464418655,0.258683425499999
8175039,ELF4,SRG,0.0425921855000002,-0.0425921854999984,0.0716730145000017,0.0889406445000009,0.231941568500002
8178059,LY6G5B,SRG,-0.0907015750000006,0.0907015749999989,-0.0273445550000009,-0.347637445000002,-0.386161195000001
8178435,IER3,IEG,-0.346510797499999,0.346510797500001,0.980397287500001,1.1188434075,1.0392001675
